Accession.no.;tbHomologue;geneName;X;dragsetCall;IreneCall;geckoCall;bagelCall;griffinCall;sassettiCall;deJesusCall;bestGuideRatio;bestGuide;gbAnnotation;X.1;X.2;X.3;Position;X.5;Name;Function;Product;TU (Nanopore RNA-Seq);Position
MSMEG_5224;Rv3382c;ispH;01 H12;ES;ES;ES;ES;NE;NE;NE;-7.698344806;MSMEG_5224_1;4-hydroxy-3-methylbut-2-enyl diphosphate reductase; Reviewed; Region: ispH; PRK01045;Only Gene;;lytB1;Unknown. Possibly involved in drug/antibiotic tolerance. In other organisms, LYTB product is involved in penicillin tolerance and control of the stringent response.;Probable LYTB-related protein LytB1;5224;Only Gene
MSMEG_5248;Rv1094;-;03 H5;GD;ES;ES;ES;ES;ES;ES;-5.021682379;MSMEG_5248_3;Ferritin-like superfamily of diiron-containing four-helix-bundle proteins; Region: Ferritin_like; cl00264;;First Gene;;desA2;Thought to catalyze the principal conversion of saturated fatty acids to unsaturated fatty acids. Thought to convert stearoyl-ACP to oleoyl-ACP by introduction of a cis double bond between carbons delta-9 and delta-10 of the acyl chain [catalytic activity: stearoyl-[acyl-carrier protein] + AH2 + O2 = oleoyl-[acyl-carrier protein] + a + 2 H2O].;Possible acyl-[acyl-carrier protein] desaturase DesA2 (acyl-[ACP] desaturase) (stearoyl-ACP desaturase);5248-5247;First Gene
MSMEG_5249;Rv1093;glyA;03 G5;ES;ES;ES;ES;ES;NA;ES;-5.121429909;MSMEG_5249_1;serine hydroxymethyltransferase; Reviewed; Region: glyA; PRK00011;Only Gene;;glyA1;Interconversion of serine and glycine. Key enzyme in the biosynthesis of purines, lipids, hormones and other components [catalytic activity: 5,10-methylenetetrahydrofolate + glycine + H(2)O = tetrahydrofolate + L-serine.];Serine hydroxymethyltransferase 1 GlyA1;5249;Only Gene
MSMEG_5252;Rv1092c;coaA;04 B2;ES;ES;ES;ES;ES;ES;ES;-2.233491806;MSMEG_5252_2;pantothenate kinase; Provisional; Region: PRK05439;;Only Gene;;coaA;Coenzyme A (CoA) biosynthesis [catalytic activity: ATP + pantothenate = ADP + D-4'- phosphopantothenate.];Probable pantothenate kinase CoaA (pantothenic acid kinase);5252;Only Gene
MSMEG_5414;Rv1024;-;03 G3;GD;GD;ES;ES;ES;ES;ES;-5.588821618;MSMEG_5414_2;Cell division protein FtsB [Cell cycle control, cell division, chromosome partitioning]; Region: FtsB; COG2919;;Last Gene;;Rv1024;Unknown;Possible conserved membrane protein;5415-5414;Last Gene
MSMEG_5415;Rv1023;eno;01 B11;ES;GD;ES;ES;ES;ES;GD;-7.788359449;MSMEG_5415_1;enolase; Provisional; Region: eno; PRK00077;First Gene;;eno;Glycolysis [catalytic activity:2-phospho-D-glycerate = phosphoenolpyruvate + H(2)O];Probable enolase Eno;5415-5414;First Gene
MSMEG_5435;Rv1013;-;01 D1;GD;ES;ES;ES;NE;NA;NE;-9.287620044;MSMEG_5435_2;long-chain-fatty-acid--CoA ligase; Validated; Region: PRK07768;;Only Gene;;pks16;Potentially involved in some intermediate steps for the synthesis of a polyketide molecule which may be involved in secondary metabolism.;Putative polyketide synthase Pks16;5425;Only Gene
MSMEG_5441;Rv1007c;metG;02 A11;ES;ES;ES;ES;ES;ES;ES;-6.487422034;MSMEG_5441_5;methionyl-tRNA synthetase; Reviewed; Region: PRK11893;;First Gene;;metS;It is probably essential for cell survival, being required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation [catalytic activity: ATP + L-methionine + tRNA(met) = AMP + diphosphate + L-methionyl-tRNA(met)];Methionyl-tRNA synthetase MetS (MetRS) (methionine--tRNA ligase);5441-5442;First Gene
MSMEG_5515;Rv0957;purH;03 E1;ES;ES;ES;ES;ES;ES;ES;-6.064944676;MSMEG_5515_5;bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase; Provisional; Region: purH; PRK00881;Only Gene;;purH;Involved in de novo purine biosynthesis (at the ninth and tenth steps) [catalytic activity 1: 10-formyltetrahydrofolate + 5'-phosphoribosyl-5-amino-4-imidazolecarboxamide = tetrahydrofolate + 5'-phosphoribosyl-5-formamido-4-imidazolecarboxamide] [catalytic activity 2: imp + H2O = 5-formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide].;Probable bifunctional purine biosynthesis protein PurH: phosphoribosylaminoimidazolecarboxamide formyltransferase (AICAR transformylase) (5'-phosphoribosyl-5-aminoimidazole-4-carboxamide formyltransferase) + inosinemonophosphate cyclohydrolase (imp cyclohydrolase) (inosinicase) (imp synthetase) (ATIC);5515;Only Gene
MSMEG_5684;Rv0884c;-;01 G8;ES;NE;ES;ES;ES;ES;ES;-8.159669547;MSMEG_5684_5;phosphoserine aminotransferase, putative; Region: serC_3; TIGR01366;;First Gene;;serC;Catalyzes the reversible interconversion of phosphoserine and 2-oxoglutarate to 3-phosphonooxypyruvate and glutamate. Require both in the major phosphorylated pathway of serine biosynthesis and in pyridoxine biosynthesis [catalytic activity: O-phospho-L-serine + 2-oxoglutarate = 3-phosphonooxypyruvate + L-glutamate].;Possible phosphoserine aminotransferase SerC (PSAT);5684-5685;First Gene
MSMEG_5798;Rv0809;purM;01 G1;ES;ES;ES;ES;ES;NE;ES;-9.117253482;MSMEG_5798_4;phosphoribosylaminoimidazole synthetase; Region: purM; TIGR00878;;Only Gene;;purM;Involved in de novo purine biosynthesis (at the fifth step) [catalytic activity: ATP + 5'-phosphoribosylformylglycinamidine = ADP + phosphate + 5'-phosphoribosyl-5-aminoimidazole].;Probable phosphoribosylformylglycinamidine CYCLO-ligase PurM (AIRS) (phosphoribosyl-aminoimidazole synthetase) (air synthase);5798;Only Gene
MSMEG_5800;Rv0808;purF;03 D7;ES;ES;ES;ES;ES;ES;ES;-4.591506966;MSMEG_5800_5;amidophosphoribosyltransferase; Provisional; Region: PRK07847;;Only Gene;;purF;Involved in de novo purine biosynthesis (at the first step) [catalytic activity: 5-phospho-beta-D-ribosylamine + diphosphate + L-glutamate = L-glutamine + 5-phospho-alpha-D-ribose 1-diphosphate + H2O].;Amidophosphoribosyltransferase PurF (glutamine phosphoribosylpyrophosphate amidotransferase) (ATASE) (gpatase);5800;Only Gene
MSMEG_5824;Rv0803;purL;02 D11;ES;GD;ES;ES;ES;ES;ES;-6.458973934;MSMEG_5824_1;phosphoribosylformylglycinamidine synthase II; Provisional; Region: PRK01213;;First Gene;;purL;Involved in de novo purine biosynthesis (at the fourth step) [catalytic activity: ATP + 5'-phosphoribosylformylglycinamide + L-glutamine + H(2)O = ADP + phosphate + 5'-phosphoribosylformylglycinamidine + L-glutamate].;Phosphoribosylformylglycinamidine synthase II PurL (FGAM synthase II);5824-5823;First Gene
MSMEG_5831;Rv0788;purQ;02 G10;ES;NE;ES;ES;ES;ES;ES;-6.522125555;MSMEG_5831_2;phosphoribosylformylglycinamidine synthase I; Provisional; Region: PRK03619;;Last Gene;;purQ;Involved in de novo purine biosynthesis (at the fourth step) [catalytic activity: ATP + 5'-phosphoribosylformylglycinamide + L-glutamine + H2O = ADP + phosphate + 5'-phosphoribosylformylglycinamidine + L-glutamate].;Probable phosphoribosylformylglycinamidine synthase I PURG (FGAM synthase I);5832-5831;Last Gene
MSMEG_5832;Rv0787A;purS;04 G1;ES;NE;ES;ES;NE;NA;ES;-2.388857405;MSMEG_5832_3;phosphoribosylformylglycinamidine synthase subunit PurS; Reviewed; Region: PRK05974;;First Gene;;Rv0787A;Function unknown;Conserved protein;5832-5831;First Gene
MSMEG_5841;Rv0780;purC;02 B4;ES;ES;ES;ES;ES;ES;ES;-7.404618109;MSMEG_5841_2;phosphoribosylaminoimidazole-succinocarboxamide synthase; Provisional; Region: PRK13961;;First Gene;;purC;Involved in de novo purine biosynthesis (at the seventh step) [catalytic activity: ATP + 1-(5-phosphoribosyl)-4-carboxy-5-aminoimidazole + L-aspartate = ADP + phosphate + 1-(5-phosphoribosyl)-4-(N-succino-carboxamide)-5-aminoimidazole].;Phosphoribosylaminoimidazole- succinocarboxamide synthase PurC (SAICAR synthetase);5841-5839;First Gene
MSMEG_5847;Rv0777;purB;01 D8;ES;ES;ES;ES;ES;NA;ES;-8.237687991;MSMEG_5847_4;Adenylsuccinate lyase (ASL)_subgroup 2; Region: Adenylsuccinate_lyase_2; cd03302;;Only Gene;;purB;Involved in de novo purine biosynthesis (at the eight step) [catalytic activity: 1-(5-phosphoribosyl)-4-(N-succino-carboxamide) -5-aminoimidazole = fumarate + 5'-phosphoribosyl-5-amino-4-imidazolecarboxamide (also catalyzes: N6-(1,2-dicarboxyethyl)AMP = fumarate + AMP)].;Probable adenylosuccinate lyase PurB (adenylosuccinase) (ASL) (ASASE);5847;Only Gene
MSMEG_5852;Rv0772;purD;01 C7;ES;NE;ES;ES;ES;ES;ES;-8.342830273;MSMEG_5852_5;phosphoribosylamine--glycine ligase; Provisional; Region: PRK00885;;Only Gene;;purD;Involved in de novo purine biosynthesis (at the second step) [catalytic activity: ATP + 5-phosphoribosylamine + glycine = ADP + phosphate + 5'-phosphoribosylglycinamide].;Probable phosphoribosylamine--glycine ligase PurD (GARS) (glycinamide ribonucleotide synthetase) (phosphoribosylglycinamide synthetase) (5'-phosphoribosylglycinamide synthetase);5852;Only Gene
MSMEG_6074;Rv3580c;cysS;02 E2;ES;ES;ES;ES;ES;ES;ES;-7.553008018;MSMEG_6074_4;cysteinyl-tRNA synthetase; Validated; Region: cysS; PRK00260;First Gene;;cysS1;Involved in translation [catalytic activity: ATP + L-cysteine + tRNA(CYS) = AMP + pyrophosphate + L-cysteinyl-tRNA(CYS)].;Cysteinyl-tRNA synthetase 1 CysS1 (cysteine--tRNA ligase 1) (CYSRS 1) (cysteine translase);6074-6073;First Gene
MSMEG_6076;Rv3582c;ispD;03 E7;ES;ES;NE;ES;ES;ES;ES;-4.53249251;MSMEG_6076_4;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; Region: IspD; pfam01128;;Middle Gene;;ispD;Involved in the deoxyxylulose-5-phosphate pathway (DXP) of isoprenoid biosynthesis (at the third step). Catalyzes the formation of 4-diphosphocytidyl-2C-methyl-D-erythritol (CDP-me) from CTP and 2C-methyl-D-erythritol 4-phosphate (MEP).;4-diphosphocytidyl-2C-methyl-D-erythritol synthase IspD (MEP cytidylyltransferase) (MCT);6077-6076-6075;Middle Gene
MSMEG_6077;Rv3583c;-;03 H2;ES;ES;ES;ES;ES;NA;GD;-5.695804581;MSMEG_6077_4;RNA polymerase-interacting regulator, CarD/CdnL/TRCF family [Transcription]; Region: CdnL; COG1329;;First Gene;;Rv3583c;Involved in transcriptional mechanism.;Possible transcription factor;6077-6076-6075;First Gene
MSMEG_6082;Rv3588c;-;02 C9;GD;ES;ES;ES;ES;NE;NE;-6.787712716;MSMEG_6082_2;Carbonic anhydrases (CA) are zinc-containing enzymes that catalyze the reversible hydration of carbon dioxide in a two-step mechanism in which the nucleophilic attack of a zinc-bound hydroxide ion on carbon dioxide is followed by the regeneration of an...; Region: beta_CA_cladeC; cd03378;;First Gene;;canB;Catalyzes reversible dehydration of CO2 to form bicarbonate;Beta-carbonic anhydrase CanB;6082-6081;First Gene
MSMEG_6091;Rv3596c;-;01 D12;ES;GD;ES;ES;ES;ES;ES;-7.721099189;MSMEG_6091_1;Clp protease ATP binding subunit; Region: clpC; CHL00095;;Only Gene;;clpC1;Hydrolyses proteins in presence of ATP. May interact with a CLPP-like protease involved in degradation of denatured proteins.;Probable ATP-dependent protease ATP-binding subunit ClpC1;6091;Only Gene
MSMEG_6094;Rv3598c;lysS;01 F4;ES;ES;ES;ES;ES;ES;ES;-8.578070722;MSMEG_6094_5;lysyl-tRNA synthetase; Reviewed; Region: lysS; PRK00484;Only Gene;;lysS;Involved in translation [catalytic activity: ATP + L-lysine + tRNA(LYS) = AMP + pyrophosphate + L-lysyl-tRNA(LYS)].;Lysyl-tRNA synthetase 1 LysS (lysine--tRNA ligase 1) (LysRS 1) (lysine translase);6094;Only Gene
MSMEG_6103;Rv3608c;folP;02 F5;ES;ES;ES;ES;ES;ES;ESD;-7.219362158;MSMEG_6103_1;dihydropteroate synthase; Region: DHPS; TIGR01496;;Last Gene;;folP1;Involved in dihydrofolate biosynthesis (at the second step). Catalyzes the formation of the immediate precursor of FOLIC acid. It is implicated in resistance to sulfonamide [catalytic activity: 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate + 4-aminobenzoate = pyrophosphate + dihydropteroate].;Dihydropteroate synthase 1 FolP (DHPS 1) (dihydropteroate pyrophosphorylase 1) (dihydropteroate diphosphorylase 1);6105-6104-6103;Last Gene
MSMEG_6104;Rv3609c;folE;03 D11;ES;ES;NE;ES;ES;ES;ES;-3.225333975;MSMEG_6104_4;GTP cyclohydrolase I; Provisional; Region: folE; PRK09347;Middle Gene;;folE;Involved in the biosynthesis of tetrahydrofolate (at the first step) [catalytic activity: GTP + 2 H(2)O = formate + 2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate].;GTP cyclohydrolase I FolE (GTP-ch-I);6105-6104-6103;Middle Gene
MSMEG_6182;Rv3669;-;03 B5;ES;GD;ES;ES;NE;ES;NE;-5.282279649;MSMEG_6182_1;Putative Actinobacterial Holin-X, holin superfamily III; Region: Phage_holin_3_6; pfam07332;;First Gene;;Rv3669;Unknown;Probable conserved transmembrane protein;6182-6184;First Gene
MSMEG_6184;Rv3670;-;03 C10;ES;GD;ES;ES;ES;NA;NE;-3.895440841;MSMEG_6184_1;Pimeloyl-ACP methyl ester carboxylesterase [Coenzyme transport and metabolism, General function prediction only]; Region: MhpC; COG0596;;Last Gene;;ephE;Thought to be involved in detoxification reactions following oxidative damage to lipids. Biotransformation enzyme that catalyzes the hydrolysis of epoxides: aromatic hydrocarbons catabolism [catalytic activity: an epoxide + H(2)O = a glycol].;Possible epoxide hydrolase EphE (epoxide hydratase) (arene-oxide hydratase);6182-6184;Last Gene
MSMEG_6256;Rv3708c;asd;02 E12;ES;ES;ES;ES;ES;ES;GD;-6.197055273;MSMEG_6256_3;aspartate-semialdehyde dehydrogenase; Provisional; Region: PRK14874;;Last Gene;;asd;Involved at the second step in the common biosynthetic pathway leading from asp to the cell wall precursor MESO-diaminopimelate, to LYS, to met, to ILE and to THR [catalytic activity: L-aspartate-semialdehyde + orthophosphate + NADP(+) = L-aspartyl phosphate + NADPH].;Aspartate-semialdehyde dehydrogenase Asd (ASA dehydrogenase) (ASADH) (aspartic semialdehyde dehydrogenase) (L-aspartate-beta-semialdehyde dehydrogenase);5257-6256;Last Gene
MSMEG_6257;Rv3709c;-;02 F10;ES;ES;ES;ES;ES;ES;ESD;-6.538575692;MSMEG_6257_2;aspartate kinase; Reviewed; Region: PRK06635;;First Gene;;ask;Involved at the first step in the common biosynthetic pathway leading from asp to the cell wall precursor MESO-diaminopimelate, to LYS, to met, to ILE and to THR [catalytic activity: ATP + L-aspartate = ADP + 4-phospho-L-aspartate]. Possibly acts in tetramer configuration, tetramer consisting of two alpha (catalytic activity) and two beta (function not known) chains.;"Aspartokinase Ask (aspartate kinase) [contains: aspartokinase alpha subunit (Ask-alpha); and aspartokinase beta subunit (Ask-beta)]";5257-6256;First Gene
MSMEG_6276;Rv3712;-;03 H3;ES;ES;ES;ES;ES;ES;ES;-5.55673421;MSMEG_6276_1;UDP-N-acetylmuramyl tripeptide synthase [Cell wall/membrane/envelope biogenesis]; Region: MurE; COG0769;;Only Gene;;Rv3712;"Function unknown; probably involved in cellular metabolism.";Possible ligase;6276;Only Gene
MSMEG_6277;Rv3713;-;02 G6;ES;ES;ES;ES;ES;ES;ES;-7.153859856;MSMEG_6277_1;Glutamine amidotransferase related to the GATase domain of CobQ [General function prediction only]; Region: COG3442;;;Only Gene;;cobQ2;Involved in cobalamin biosynthesis. Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation.;Possible cobyric acid synthase CobQ2;6277;Only Gene
MSMEG_6285;Rv3721c;-;01 E7;ES;ES;ES;ES;ES;ES;ES;-8.281559166;MSMEG_6285_1;DNA polymerase III subunits gamma and tau; Provisional; Region: PRK14952;;Last Gene;;dnaZX;DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity [catalytic activity: N deoxynucleoside triphosphate = N pyrophosphate + DNA(N)].;DNA polymerase III (subunit gamma/tau) DnaZ/X;6286-6285;Last Gene
MSMEG_6286;Rv3722c;-;02 A9;ES;ES;ES;ES;ES;ES;ES;-6.820268106;MSMEG_6286_3;Aspartate aminotransferase (AAT) superfamily (fold type I) of pyridoxal phosphate (PLP)-dependent enzymes. PLP combines with an alpha-amino acid to form a compound called a Schiff base or aldimine intermediate, which depending on the reaction, is the...; Region: AAT_I; cl18945;;First Gene;;Rv3722c;Function unknown;Conserved protein;6286-6285;First Gene
MSMEG_6330;Rv3754;-;01 B9;ES;NE;ES;ES;ES;NA;ES;-8.14781546;MSMEG_6330_4;prephenate dehydrogenase; Validated; Region: PRK06545;;Only Gene;;tyrA;Involved in tyrosine biosynthesis [catalytic activity: prephenate + NAD(+) = 4-hydroxyphenylpyruvate + CO(2) + NADH].;Prephenate dehydrogenase TyrA (PDH) (hydroxyphenylpyruvate synthase);6330;Only Gene
MSMEG_6366;Rv3781;-;02 A8;ES;ES;NE;ES;ES;ES;ES;-6.911451912;MSMEG_6366_1;ABC-type polysaccharide/polyol phosphate transport system, ATPase component [Carbohydrate transport and metabolism, Cell wall/membrane/envelope biogenesis]; Region: TagH; COG1134;;Middle Gene;;rfbE;May form an ATP-driven O-antigen/lipopolysaccharide export apparatus, in association with RFBD|Rv3783. Responsible for energy coupling to the transport system.;Probable O-antigen/lipopolysaccharide transport ATP-binding protein ABC transporter RfbE;6365-6366-6367-6369;Middle Gene
MSMEG_6367;Rv3782;-;02 E11;ES;ES;ES;ES;ES;ES;ES;-6.458204596;MSMEG_6367_2;Glycosyltransferase, GT2 family [Carbohydrate transport and metabolism]; Region: GT2; COG1216;;Middle Gene;;glfT1;Transfers galactofuranose in the initiation of cell wall galactan polymerization;UDP-galactofuranosyl transferase GlfT1;6365-6366-6367-6369;Middle Gene
MSMEG_6382;Rv3790;-;03 G4;ES;ES;ES;ES;ES;ES;ES;-5.399715792;MSMEG_6382_2;FAD/FMN-containing dehydrogenase [Energy production and conversion]; Region: GlcD; COG0277;;First Gene;;dprE1;Together with DPRE2|Rv3791, catalyzes epimerization of decaprenylphosphoryl ribose (DPR) to decaprenylphosphoryl arabinose (DPA) in arabinan synthesis;Decaprenylphosphoryl-beta-D-ribose 2'-oxidase;6382-6383;First Gene
MSMEG_6386;Rv3792;-;03 D5;ES;ES;ES;ES;ES;ES;ES;-5.262181265;MSMEG_6386_5;Arabinofuranosyltransferase N terminal; Region: AftA_N; pfam12250;;Last Gene;;aftA;Involved in the biosynthesis of the mycobacterial cell wall arabinan;Arabinofuranosyltransferase AftA;6385-6386;Last Gene
MSMEG_6391;Rv3799c;-;01 E12;ES;ES;ES;ES;ES;ES;ES;-7.704512785;MSMEG_6391_3;Acetyl-CoA carboxylase, carboxyltransferase component [Lipid transport and metabolism]; Region: MmdA; COG4799;;Last Gene;;accD4;Key enzyme in the catabolic pathway of odd-chain fatty acids, isoleucine, threonine, methionine, and valine [catalytic activity: ATP + propionyl-CoA + CO(2) + H(2)O = ADP + orthophosphate + methylmalonyl-CoA.];Probable propionyl-CoA carboxylase beta chain 4 AccD4 (pccase) (propanoyl-CoA:carbon dioxide ligase);6393-6392-6391;Last Gene
MSMEG_6392;Rv3800c;-;01 D4;ES;ES;ES;ES;ES;ES;ES;-8.613863116;MSMEG_6392_5;Acyl transferase domain in polyketide synthase (PKS) enzymes [Secondary metabolites biosynthesis, transport and catabolism]; Region: PksD; COG3321;;Middle Gene;;pks13;Involved in the final steps of mycolic acid biosynthesis. Catalyses the condensation of two fatty acyl chains.;Polyketide synthase Pks13;6393-6392-6391;Middle Gene
MSMEG_6401;Rv3806c;-;03 E3;ES;GD;ES;ES;ES;ES;ES;-5.612736187;MSMEG_6401_2;phosphoribose diphosphate:decaprenyl-phosphate phosphoribosyltransferase; Provisional; Region: PRK12324;;Middle Gene;;ubiA;Involved in arabinogalactan synthesis [catalytic activity: phosphoribose diphosphate + decaprenyl phosphate = decaprenylphosphoryl-5-phosphoribose + diphosphate];Decaprenylphosphoryl-5-phosphoribose (DPPR) synthase (decaprenyl-phosphate 5-phosphoribosyltransferase);6402-6401-6400;Middle Gene
MSMEG_6403;Rv3808c;-;02 G11;ES;GD;ES;ES;ES;ES;ES;-6.394997243;MSMEG_6403_5;Glycosyltransferase, GT2 family [Carbohydrate transport and metabolism]; Region: GT2; COG1216;;Only Gene;;glfT2;Converts UDP-galactofuranose in cell wall galactan polymerization. Has UDP-Galf:beta-D-(1->5) and UDP-Galf:beta-D-(1->6) galactofuranosyltransferase activities.;Bifunctional UDP-galactofuranosyl transferase GlfT2;6403-6404;Only Gene
MSMEG_6404;Rv3809c;glf;03 B1;ES;GD;ES;ES;ES;NE;ES;-6.101107557;MSMEG_6404_2;UDP-galactopyranose mutase [Cell wall/membrane/envelope biogenesis]; Region: Glf; COG0562;;Only Gene;;glf;Involved in lipopolysaccharide biosynthesis, in the conversion of UDP-galactopyranose into UDP-galactofuranose through a 2-keto intermediate [catalytic activity: UDP-D-galactopyranose = UDP-D-galacto-1,4-furanose].;UDP-galactopyranose mutase Glf (UDP-GALP mutase) (NAD+-flavin adenine dinucleotide-requiring enzyme);6403-6405;Only Gene
MSMEG_6413;Rv3834c;serS;01 E9;ES;ES;ES;ES;ES;ES;ES;-8.083745237;MSMEG_6413_4;seryl-tRNA synthetase; Provisional; Region: PRK05431;;Only Gene;;serS;Involved in translation mechanism [catalytic activity: ATP + L-serine + tRNA(SER) = AMP + pyrophosphate + L-SERYL-tRNA(SER)].;SERYL-tRNA synthetase SerS (serine--tRNA ligase) (SERRS) (serine translase);6413;Only Gene
MSMEG_6520;Rv0382c;-;03 B3;ES;NE;ES;ES;ES;NE;ES;-5.643819823;MSMEG_6520_1;orotate phosphoribosyltransferase; Validated; Region: pyrE; PRK00455;Only Gene;;pyrE;Involved in pyrimidine biosynthesis (at the fifth step) [catalytic activity: orotidine 5'-phosphate + diphosphate = orotate + 5-phospho-alpha-D-ribose 1-diphosphate].;Probable orotate phosphoribosyltransferase PyrE (OPRT) (oprtase);6520;Only Gene
MSMEG_6892;Rv0058;-;02 A5;ES;ES;ES;ES;ES;ES;ES;-7.301130331;MSMEG_6892_1;replicative DNA helicase; Validated; Region: PRK07773;;Only Gene;;dnaB;"Participates in initiation and elongation during chromosome replication; it exhibits DNA-dependent ATPase activity. The intein is an endonuclease (potential).";Probable replicative DNA helicase DnaB;6892;Only Gene
MSMEG_6895;Rv0055;rpsR;03 D6;ES;NE;ES;ES;NE;NA;ES;-4.947899636;MSMEG_6895_4;30S ribosomal protein S18; Reviewed; Region: rpsR; PRK00391;Middle Gene;;rpsR1;This protein has been implicated in aminoacyl-transfer RNA binding. It appears to be situated at the decoding site of messenger RNA.;30S ribosomal protein S18-1 RpsR1;6897-6896-6895-6894;Middle Gene
MSMEG_6896;Rv0054;-;03 H8;ES;NE;NE;ES;NE;NA;ES;-4.092359823;MSMEG_6896_1;single-stranded DNA-binding protein; Provisional; Region: PRK07772;;Middle Gene;;ssb;This protein is essential for replication of the chromosome. It is also involved in DNA recombination and repair.;Single-strand binding protein Ssb (helix-destabilizing protein);6897-6896-6895-6894;Middle Gene
MSMEG_6900;Rv0050;ponA1;02 H7;ES;ES;ES;ES;ES;NE;NE;-6.929649658;MSMEG_6900_3;Transglycosylase; Region: Transgly; pfam00912;;Middle Gene;;ponA1;Involved in peptidoglycan synthesis (at the final stages), cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross-linking of the peptide subunits).;Probable bifunctional penicillin-binding protein 1A/1B PonA1 (murein polymerase) (PBP1): penicillin-insensitive transglycosylase (peptidoglycan TGASE) + penicillin-sensitive transpeptidase (DD-transpeptidase);6901-6900-6899;Middle Gene
MSMEG_6904;Rv0046c;-;01 H1;ES;ES;ES;ES;ES;NE;ES;-9.109621742;MSMEG_6904_1;Myo-inositol-1-phosphate synthase; Region: NAD_binding_5; cl00554;;Last Gene;;ino1;Involved in phosphatidylinositol (PI) biosynthetic pathway [catalytic activity: D-glucose 6-phosphate = 1L-myo-inositol 1-phosphate].;myo-inositol-1-phosphate synthase Ino1 (inositol 1-phosphate synthetase) (D-glucose 6-phosphate cycloaldolase) (glucose 6-phosphate cyclase) (glucocycloaldolase);6903-6904;Last Gene
MSMEG_6917;Rv0041;leuS;01 B8;ES;ES;ES;ES;ES;ES;ES;-8.255217454;MSMEG_6917_4;leucyl-tRNA synthetase; Validated; Region: leuS; PRK00390;Only Gene;;leuS;Involved in translation mechanism [catalytic activity: ATP + L-leucine + tRNA(LEU) = AMP + diphosphate + L-leucyl-tRNA(LEU)].;Probable leucyl-tRNA synthetase LeuS (leucine--tRNA ligase) (LEURS);6917;Only Gene
MSMEG_6926;Rv3907c;-;01 E1;ES;ES;ES;ES;ES;ES;ES;-9.274587815;MSMEG_6926_1;tRNA adenylyltransferase; Region: tRNA_CCA_actino; TIGR02692;;Only Gene;;pcnA;Involved in transcription mechanism [catalytic activity: N ATP + (nucleotide)(M) = N diphosphate + (nucleotide)(M+N)].;Probable poly(A) polymerase PcnA (polynucleotide adenylyltransferase) (NTP polymerase) (RNA adenylating enzyme) (poly(A) polymerase);6926;Only Gene
MSMEG_6927;Rv3908;-;01 A6;ES;ES;ES;ES;NE;NE;NE;-8.454587187;MSMEG_6927_2;Diadenosine hexaphosphate (Ap6A) hydrolase is a member of the Nudix hydrolase superfamily. Ap6A hydrolase specifically hydrolyzes diadenosine polyphosphates, but not ATP or diadenosine triphosphate, and it generates ATP as the product. Ap6A, the most...; Region: Ap6A_hydrolase; cd03673;;Only Gene;;mutT4;Function unknown;Possible mutator protein MutT4;6927;Only Gene
MSMEG_6928;Rv3909;-;01 D11;ES;ES;ES;ES;ES;NA;ES;-7.773271104;MSMEG_6928_1;NA;;;;Only Gene;;Rv3909;Function unknown;Conserved protein;6928;Only Gene
MSMEG_6929;Rv3910;-;01 D7;ES;ES;ES;ES;ES;NE;ESD;-8.301770532;MSMEG_6929_1;MviN-like protein; Region: MVIN; pfam03023;;Only Gene;;Rv3910;Unknown;Probable conserved transmembrane protein;6929;Only Gene
MSMEG_6942;Rv3921c;-;01 H3;ES;ES;ES;ES;ES;ES;ESD;-8.739746862;MSMEG_6942_2;putative inner membrane protein translocase component YidC; Provisional; Region: PRK03449;;Last Gene;;Rv3921c;Unknown;Probable conserved transmembrane protein;6946-6945-6944-6942;Last Gene
MSMEG_6946;Rv3924c;rpmH;01 F8;ES;ES;ES;ES;NE;NA;Uncertain;-8.172427509;MSMEG_6946_2;50S ribosomal protein L34; Reviewed; Region: rpmH; PRK00399;First Gene;;rpmH;Involved in translation mechanism. This protein is one of the early assembly proteins of the 50S ribosomal subunit.;50S ribosomal protein L34 RpmH;6946-6945-6944-6942;First Gene
